naca,alpha,Re,shinyou,cl,cd,cm,ld,converged,bubble_start,bubble_end,separation
2511,7.5,700000.0,,1.122,0.00823,-0.0656,136.3304981773998,True,0.024294,0.053681,
2511,8.0,700000.0,,1.1761,0.00852,-0.0652,138.03990610328637,True,0.017659,0.048824,
2511,8.5,700000.0,,1.2408,0.00861,-0.067,144.1114982578397,True,0.014093,0.040205,
2511,9.0,700000.0,,1.3021,0.00878,-0.0682,148.30296127562644,True,0.012519,0.036422,
2511,9.5,700000.0,,1.386,0.00864,-0.0747,160.41666666666666,True,0.01107,0.032964,
2511,10.0,700000.0,,1.4523,0.00877,-0.0773,165.59863169897378,True,0.0097338,0.029808,
2511,10.5,700000.0,,1.4893,0.00938,-0.0738,158.77398720682305,True,0.0085031,0.026926,
2511,11.0,700000.0,,1.55,0.00959,-0.0757,161.62669447340983,True,0.0073705,0.026926,0.9969
2511,11.5,700000.0,,1.6127,0.00991,-0.078,162.7346115035318,True,0.0063304,0.024294,0.9799
2511,12.0,700000.0,,1.6732,0.01013,-0.0804,165.17275419545902,True,0.0063304,0.021886,0.95073
2511,12.5,700000.0,,1.7435,0.01013,-0.0844,172.11253701875617,True,0.0053778,0.021886,0.92656
2511,13.0,700000.0,,1.8077,0.01029,-0.0878,175.6754130223518,True,0.0053778,0.021886,0.89355
2511,13.5,700000.0,,1.8727,0.01056,-0.0927,177.33901515151516,True,0.0045087,0.019681,0.85196
2511,14.0,700000.0,,1.9623,0.00958,-0.102,204.83298538622128,True,0.0045087,0.019681,0.81858
2511,14.5,700000.0,,2.0081,0.01098,-0.1068,182.88706739526413,True,0.0045087,0.019681,0.7684
2511,15.0,700000.0,,2.0827,0.0112,-0.1168,185.95535714285714,True,0.0045087,0.019681,0.7265
2511,15.5,700000.0,,2.1611,0.01141,-0.1293,189.4040315512708,True,0.0045087,0.017659,0.67616
2511,16.0,700000.0,,2.2468,0.01154,-0.1457,194.69670710571924,True,0.0037188,0.017659,0.63418
2512,6.0,700000.0,,0.9584,0.00668,-0.0662,143.47305389221557,True,,,
2512,6.5,700000.0,,1.0178,0.007,-0.0678,145.4,True,,,
2512,7.0,700000.0,,1.0786,0.0072,-0.0686,149.80555555555557,True,,,
2512,7.5,700000.0,,1.1486,0.00709,-0.0718,162.0028208744711,True,0.044223,0.078756,
2512,8.0,700000.0,,1.1917,0.00769,-0.0688,154.96749024707412,True,0.031124,0.067278,
2512,8.5,700000.0,,1.2475,0.00793,-0.0688,157.3139974779319,True,0.023667,0.057079,
2512,9.0,700000.0,,1.3103,0.008,-0.0705,163.7875,True,0.019557,0.048192,
2512,9.5,700000.0,,1.373,0.00817,-0.0726,168.05385556915544,True,0.017718,0.044223,
2512,10.0,700000.0,,1.4333,0.00828,-0.0742,173.10386473429955,True,0.014413,0.040551,
2512,10.5,700000.0,,1.4955,0.00849,-0.0764,176.14840989399295,True,0.012929,0.037157,1.0
2512,11.0,700000.0,,1.5572,0.00857,-0.0779,181.70361726954494,True,0.011548,0.034022,0.98591
2512,11.5,700000.0,,1.6194,0.0087,-0.0805,186.13793103448276,True,0.010261,0.031124,0.96585
2512,12.0,700000.0,,1.6814,0.0089,-0.0835,188.92134831460675,True,0.0090647,0.028445,0.94252
2512,12.5,700000.0,,1.7472,0.0091,-0.0876,192.0,True,0.0079529,0.028445,0.9176
2512,13.0,700000.0,,1.8127,0.00914,-0.0914,198.32603938730853,True,0.0079529,0.025965,0.8835
2512,13.5,700000.0,,1.8773,0.00944,-0.0959,198.8665254237288,True,0.0079529,0.025965,0.84909
2512,14.0,700000.0,,1.9399,0.00949,-0.0998,204.41517386722865,True,0.0069221,0.023667,0.81455
2512,14.5,700000.0,,2.0093,0.00956,-0.1061,210.17782426778243,True,0.0069221,0.023667,0.77127
2512,15.0,700000.0,ayashii,2.1211,0.00853,-0.1215,248.66354044548655,True,0.0059693,0.023667,0.7279
2512,15.5,700000.0,,2.148,0.00974,-0.1213,220.53388090349077,True,0.0059693,0.021536,0.68447
2512,16.0,700000.0,,2.2233,0.00987,-0.1315,225.25835866261397,True,0.0059693,0.021536,0.64101
2513,6.0,700000.0,,1.006,0.00466,-0.0739,215.87982832618025,True,,,
2513,6.5,700000.0,,1.019,0.0065,-0.0668,156.76923076923077,True,,,
2513,7.0,700000.0,,1.1096,0.00593,-0.0743,187.1163575042158,True,,,
2513,7.5,700000.0,,1.1558,0.0065,-0.0736,177.8153846153846,True,,,
2513,8.0,700000.0,,1.201,0.00696,-0.071,172.55747126436782,True,0.056829,0.082021,
2513,8.5,700000.0,,1.2547,0.00728,-0.0708,172.34890109890108,True,0.038644,0.076384,
2513,9.0,700000.0,,1.3141,0.00741,-0.0719,177.34143049932524,True,0.03296,0.066007,
2513,9.5,700000.0,,1.4061,0.00711,-0.0807,197.76371308016877,True,0.025758,0.06127,
2513,10.0,700000.0,,1.465,0.00732,-0.0819,200.13661202185793,True,0.023657,0.052675,0.9967
2513,10.5,700000.0,,1.5093,0.00756,-0.0794,199.64285714285717,True,0.019842,0.048794,0.98559
2513,11.0,700000.0,,1.5718,0.00778,-0.0829,202.03084832904887,True,0.018109,0.045172,0.96546
2513,11.5,700000.0,,1.6359,0.00776,-0.0852,210.81185567010306,True,0.014955,0.041794,0.9501
2513,12.0,700000.0,,1.7018,0.00803,-0.0887,211.9302615193026,True,0.01352,0.038644,0.92521
2513,12.5,700000.0,,1.7663,0.00798,-0.0922,221.34085213032583,True,0.012174,0.035704,0.8992
2513,13.0,700000.0,,1.8303,0.00801,-0.0956,228.50187265917603,True,0.012174,0.03296,0.8727
2513,13.5,700000.0,,1.8948,0.00823,-0.1001,230.23086269744837,True,0.010911,0.030397,0.83707
2513,14.0,700000.0,ayashii,1.9639,0.00812,-0.105,241.85960591133002,True,0.0097272,0.030397,0.81024
2513,14.5,700000.0,ayashii,2.0266,0.00838,-0.1099,241.83770883054893,True,0.0097272,0.028,0.77437
2513,15.0,700000.0,ayashii,2.0859,0.00859,-0.1152,242.8288707799767,True,0.0086196,0.028,0.72944
2513,15.5,700000.0,ayashii,2.1475,0.00874,-0.1206,245.70938215102976,True,0.0086196,0.025758,0.68445
2513,16.0,700000.0,ayashii,2.2226,0.00874,-0.1299,254.30205949656752,True,0.0086196,0.025758,0.64843
2608,6.0,700000.0,,0.9637,0.00979,-0.0715,98.43718079673135,True,0.0061107,0.026414,
2608,6.5,700000.0,,1.0257,0.01011,-0.0715,101.45400593471811,True,0.0048971,0.022317,
2608,7.0,700000.0,,1.0856,0.01045,-0.071,103.88516746411483,True,0.0048971,0.022317,
2608,7.5,700000.0,,1.1447,0.01098,-0.0707,104.25318761384335,True,0.0038438,0.022317,
2608,8.0,700000.0,,1.2035,0.01189,-0.0704,101.21951219512195,True,0.0038438,0.018788,
2608,8.5,700000.0,,1.2641,0.01223,-0.07,103.36058871627147,True,0.0029339,0.018788,
2608,9.0,700000.0,,1.3249,0.01245,-0.0694,106.41767068273093,True,0.0029339,0.018788,
2608,9.5,700000.0,,1.384,0.01227,-0.0688,112.79543602281989,True,0.0029339,0.018788,
2608,10.0,700000.0,ayashii,7.7729,0.00128,-1.8816,6072.578124999999,True,0.0061107,0.031094,0.6633
2608,10.5,700000.0,,1.5184,0.01984,-0.0738,76.53225806451613,True,0.0021592,0.018788,
2608,11.0,700000.0,,1.6532,0.01141,-0.083,144.89044697633653,True,0.0015127,0.018788,
2608,11.5,700000.0,ayashii,10.1752,0.00117,-2.4968,8696.752136752137,True,0.0015127,0.015775,
2608,12.0,700000.0,ayashii,1.8763,0.02261,-0.1284,82.98540468819107,True,,,0.0029339
2609,6.0,700000.0,,0.9679,0.0089,-0.0736,108.75280898876404,True,0.014389,0.043835,
2609,6.5,700000.0,,1.0462,0.00897,-0.0778,116.63322185061315,True,0.010583,0.033761,
2609,7.0,700000.0,,1.0858,0.00949,-0.0736,114.41517386722867,True,0.0075867,0.029448,
2609,7.5,700000.0,,1.1463,0.00981,-0.0736,116.8501529051988,True,0.0063318,0.025619,
2609,8.0,700000.0,,1.2061,0.01034,-0.0738,116.64410058027079,True,0.0052162,0.022243,
2609,8.5,700000.0,,1.2661,0.01066,-0.0741,118.77110694183865,True,0.0042252,0.022243,
2609,9.0,700000.0,,1.3267,0.01108,-0.0743,119.73826714801444,True,0.0042252,0.01928,
2609,9.5,700000.0,,1.3876,0.01154,-0.0745,120.24263431542461,True,0.0042252,0.01928,
2609,10.0,700000.0,,1.451,0.01193,-0.0753,121.62615255658007,True,0.0033479,0.01928,
2609,10.5,700000.0,,1.5243,0.01514,-0.0798,100.68031704095112,True,0.0033479,0.01928,
